Employer_id;Employer_name;Total_working_position;Employer_state
500907;Ojo Labs;1;TX
500908;Primera Analytical;18;NJ
500909;Dougherty County;17;GA
500910;Fca Us;305;MI
500911;Verb Surgical;5;NJ
500912;Auris Health;67;NJ
500913;Dupont Specialty;13;DE
500914;Zurich Services;4;IL
500915;Puget Sound;11;WA
500916;The Berglund;1;CA
500917;Movandi ;1;CA
500918;Tensoriot ;1;CA
500919;Momentive ;25;CA
500920;Ste Michelle;2;WA
500921;Pixl8 ;1;CA
500922;Lolnshire Management;1;NY
500923;Rowland Design;1;IN
500924;Trucksmarter ;1;CA
500925;Ishopshops ;4;NY
500926;Leax Arkivator;1;TX
500927;Tergus Pharma;8;NC
500928;Anwita Biosciences;1;CA
500929;Hai Robotics;1;CA
500930;Dolby Laboratories;49;CA
500931;Harvest Realty;2;CA
500932;Simwon America;1;CA
500933;Foot Locker;65;NY
500934;Constellium Us;2;MD
500935;Blockfish ;1;CA
500936;Mediamorphosis Advertising;1;NY
500937;Red Crush;1;FL
500938;Avellino Lab;1;CA
500939;United General;1;TX
500940;Dwl Architectsplanners;1;AZ
500941;Webtrans Logistics;1;CA
500942;Taketours ;1;MA
500943;Alto Neuroscience;4;CA
500944;Vibrant Wellness;3;CA
500945;Treasure Data;19;CA
500946;Excellence Opto;1;CA
500947;Logitech ;39;CA
500948;Community Loan;3;FL
500949;Juns Construction;1;NY
500950;Taco Bell;8;KY
500951;Yum Connect;17;KY
500952;Keck Graduate;5;CA
500953;Orion Water;1;TX
500954;Constellium Automotive;5;MI
500955;Cjw Builders;2;CA
500956;Mainspring Energy;9;CA
500957;Delta Electronics;10;CA
500958;Opo ;1;CA
500959;R5 Labs;3;CA
500960;Videoamp ;20;CA
500961;Pli ;23;CA
500962;Ascendum Solutions;21;OH
500963;Mercy Health;133;AR
500964;Baraja ;3;CA
500965;Kintor Pharmaceuticals;1;NC
500966;Bhb Consulting;3;UT
500967;Proh Development;2;NY
500968;Mentor Worldwide;3;NJ
500969;Janssen Research;47;NJ
500970;Carry ;1;NY
500971;Ihealth Labs;11;CA
500972;Fermworx ;2;GA
500973;Brown Capital;1;MD
500974;Storit Distribution;1;SC
500975;Lfd Forwarding;4;CA
500976;Wneweb ;1;CA
500977;Direct Service;1;CA
500978;Arkansas Heart;2;AR
500979;Hisense ;14;GA
500980;Ateam Logistics;1;CA
500981;Honda Performance;1;CA
500982;Fiture Holding;1;NY
500983;Fenchem ;4;CA
500984;Appareo ;1;ND
500985;Crescent View;1;GA
500986;Jeongtherapy A;1;CA
500987;Exoduspoint Capital;22;NY
500988;Atayalan ;1;CA
500989;Near ;3;CA
500990;Berry Global;4;IN
500991;Nc Health;45;NC
500992;Sierra Oncology;3;MI
500993;Banyanops ;1;CA
500994;Banyan Security;5;CA
500995;Akdo ;2;CT
500996;Everest Pace;1;PA
500997;H Automotive;3;MI
500998;Elisity ;3;CA
500999;Crispr Therapeutics;17;MA
501000;Deeprouteai ;5;CA
501001;Ensono ;13;IL
501002;Embrace Home;2;RI
501003;Teradyne ;17;MA
501004;Bruin Xpress;1;IL
501005;Atosa ;1;CA
501006;Echnous ;1;WA
501007;Development Counsellors;2;NY
501008;Echonous ;2;WA
501009;Smartnews International;20;CA
501010;Nextnav ;1;CA
501011;Thorlabs Quantum;1;MD
501012;Discovery Scm;1;NJ
501013;Rios ;12;CA
501014;Methid ;1;CA
501015;Level Home;2;CA
501016;Hg ;7;NY
501017;Pegatron Technology;2;IN
501018;Datavisor ;8;CA
501019;Jungle Disk;1;TX
501020;Silicon Valley;6;CA
501021;Hydron ;1;CA
501022;Rowan ;3;NY
501023;Kiss Nail;9;NY
501024;Rk ;1;CO
501025;Kawa Capital;1;FL
501026;Ksr Construction;2;NY
501027;Array Us;3;NY
501028;Veruna ;3;MA
501029;Byd Coach;10;CA
501030;Bluesky Data;1;CA
501031;Yum Restaurants;5;TX
501032;Linearb ;2;CA
501033;Sage Builders;1;NY
501034;Evive Biotechnology;1;CA
501035;Automation Anywhere;59;CA
501036;Anjie ;2;CA
501037;Sl America;6;TN
501038;Mulberri ;1;CA
501039;Hyundai Sungwoo;1;AL
501040;Lumileds ;27;CA
501041;Aac East;1;SC
501042;World Journal;4;CA
501043;Banana Education;1;CA
501044;Little Tiger;2;TX
501045;Rockcounter Kitchen;2;IL
501046;Zhao Business;4;GA
501047;Satori Labs;2;TX
501048;Captiv8 ;2;CA
501049;Affiliated Independent;2;PA
501050;Fate Therapeutics;7;CA
501051;Acela Architects;1;PA
501052;Tp Icap;3;NJ
501053;Onia ;2;NY
501054;Future Stitch;1;CA
501055;Oc Tanner;7;UT
501056;Pop 82;1;CA
501057;Kava Massih;1;CA
501058;Immersa ;2;CA
501059;Final Project;1;NJ
501060;Casa Dei;1;CA
501061;Enson Market;1;FL
501062;Janover ;2;NY
501063;Myers ;1;CA
501064;Blend Labs;31;CA
501065;Harvard Jolly;1;FL
501066;Cpu Partnership;1;OK
501067;Hotwire Communications;1;FL
501068;Design Workshop;14;CO
501069;Centroid ;6;MI
501070;Eptio Technology;5;CA
501071;Cbc ;4;TX
501072;Eversana Life;6;WI
501073;Truenet Communications;1;FL
501074;Hypr ;2;NY
501075;Dhruv Management;1;FL
501076;Shivsaii ;1;VA
501077;Voestalpine Texas;1;TX
501078;Baywood Hotels;1;MD
501079;Rochester General;47;NY
501080;Constellium Bowling;1;KY
501081;Encova Service;5;OH
501082;Children'S Medical;2;TX
501083;Quality Education;7;NC
501084;Westside Waldorf;2;CA
501085;Hendrickson ;6;IL
501086;Nortonlifelock ;78;AZ
501087;Long Island;14;NY
501088;Energy Spectrum;2;NY
501089;Dna Twopointo;3;CA
501090;Abna Engineering;1;MO
501091;Community Health;32;CA
501092;West Sioux;1;IA
501093;Advanced Medical;5;VA
501094;Doulos America;2;CA
501095;Indorama Ventures;5;CA
501096;Arnot Ogden;1;NY
501097;Adnet ;2;CA
501098;Sri Ganesh;1;MD
501099;Saint Luke'S;8;MO
501100;Dylan'S Candy;3;NY
501101;Grandstream Networks;3;MA
501102;Utah Transit;3;UT
501103;Torchlight Academy;1;NC
501104;Byd Motors;6;CA
501105;Sanhua Automotive;2;MI
501106;Academy Of;4;LA
501107;Pratt Surgical;3;MA
501108;Computerlogic ;1;GA
501109;Asheville City;2;NC
501110;Scripps College;2;CA
501111;Claremont Mckenna;5;CA
501112;Pitzer College;1;CA
501113;Zum Services;7;CA
501114;Tarleton State;9;TX
501115;Berkshire Medical;9;MA
501116;Project Vida;2;TX
501117;The Bartley;1;MD
501118;Nomura Research;2;NY
501119;Barnwell School;4;SC
501120;Cuyana ;1;CA
501121;Johnson ;65;NJ
501122;West Virginia;122;WV
501123;North Central;7;SD
501124;Graywolf Integrated;1;GA
501125;Jc Foodservice;1;CA
501126;Milan Hotels;1;IL
501127;Mirae Asset;4;NY
501128;Accenture ;2657;IL
501129;Clinpharma Clinical;5;DE
501130;Western Kentucky;7;KY
501131;Orbit Int'L;1;CA
501132;Formosa Plastics;7;TX
501133;Pager ;1;NY
501134;King ;19;GA
501135;Cleveland Independent;22;TX
501136;Admerasia ;2;NY
501137;Dayton Independent;2;TX
501138;Bryan Independent;18;TX
501139;Stadler Us;1;UT
501140;The Galante;1;MA
501141;Laversab ;1;TX
501142;Phihong ;4;CA
501143;Integrated Structures;1;CA
501144;Rna ;2;IL
501145;Mancor Ohio;3;OH
501146;Shah ;2;MD
501147;El Robinson;1;WV
501148;Thermal Solutions;3;TN
501149;Thk Rhythm;2;MI
501150;Tyger Scientific;1;NJ
501151;Syntron Bioresearch;2;CA
501152;Atlanta Planet;1;GA
501153;Navajo Technical;8;NM
501154;Chinle Unified;4;AZ
501155;Wildcard Properties;2;WA
501156;Zhong Want;1;CA
501157;Cardiovascular Center;3;MA
501158;Sri International;17;CA
501159;Blue Ocean;3;OR
501160;The Paul;1;NC
501161;4G Clinical;1;MA
501162;Viasat ;75;CA
501163;American International;7;CA
501164;Medchemexpress ;1;NJ
501165;The Mary;27;NY
501166;Segway ;3;NH
501167;Brandmuscle ;1;OH
501168;Torchstar ;1;CA
501169;Cabi ;1;CA
501170;Hope Chinese;2;OR
501171;Hutchinson And;2;CA
501172;Fulton Construction;1;TX
501173;Newman International;9;TX
501174;Futamura ;1;KS
501175;Sap America;300;PA
501176;Samaritan Medical;1;NY
501177;Mercer University;12;GA
501178;Aso ;1;FL
501179;Pacific Rim;8;CA
501180;Colleton County;11;SC
501181;Labatt Food;2;TX
501182;Helios Operating;2;TX
501183;Beta Pharma;1;VA
501184;Hines ;1;MI
501185;Axinn Veltrop;2;NY
501186;Connecticut Pharmacy;1;CT
501187;Stihl ;1;VA
501188;Tagrisk ;1;CA
501189;C Squared;4;NH
501190;Imperva ;5;CA
501191;Innovision ;2;OH
501192;Clarendon College;1;TX
501193;Tlb Architecture;1;CT
501194;Association Of;20;MI
501195;Sargento Foods;8;WI
501196;Ama Consulting;4;NY
501197;Spendgo ;1;CA
501198;Niagara Machine;1;NC
501199;Mclaren Medical;13;MI
501200;Omega Alpha;1;AZ
501201;Carilion Medical;12;VA
501202;Eve Energy;4;OH
501203;Asakura Robinson;2;TX
501204;Dxracer ;1;MI
501205;Uih America;1;TX
501206;Pax Technology;2;FL
501207;Standard ;42;NY
501208;Rad Urban;1;CA
501209;Particle Measuring;1;CO
501210;June Life;2;CA
501211;Piedment Family;1;SC
501212;American Numismatics;1;NY
501213;Farmers ;89;CA
501214;Biorasi ;8;FL
501215;Foodware ;1;NJ
501216;Acee International;1;CA
501217;Therma Services;1;CA
501218;Kai Tai;1;CA
501219;Turner Construction;51;MA
501220;Lh Thomson;1;GA
501221;Penske Media;1;CA
501222;Biggs Cardosa;4;CA
501223;Blue Sigma;7;FL
501224;Avalanche Technology;1;CA
501225;Northwest Nazarene;1;ID
501226;Nanshing America;1;CA
501227;Saneso ;5;WV
501228;Phoebe Physician;7;GA
501229;Venus Concept;1;CA
501230;Harmoni International;1;CA
501231;Claxtonhepburn Medical;2;NY
501232;Payscout ;2;CA
501233;Salerno Packaging;1;NY
501234;Plug Power;4;NY
501235;Sun Metals;1;TX
501236;Aurora Contractors;1;NY
501237;Lake County;2;CA
501238;Furniture Design;1;NY
501239;Veneklasen Associates;1;CA
501240;Quora ;37;CA
501241;Athletics ;1;NY
501242;Convicts ;2;CA
501243;Anomaly Partners;11;CA
501244;Hotel Chocolat;2;NY
501245;Yum Restaurant;4;KY
501246;Rollingwood Assets;2;TX
501247;Keygene ;1;MD
501248;New Wembley;2;OH
501249;Nova Machine;1;OH
501250;Legrand North;2;CT
501251;Thanks Mate;2;NY
501252;Mayer Brown;13;NY
501253;Access Now;1;NY
501254;Tour Edge;1;IL
501255;Betting On;3;KY
501256;8 Tuxedos;1;NY
501257;Serrano Development;1;CA
501258;Wineone ;1;CA
501259;Norvanivel ;1;TX
501260;Stewart ;1;TX
501261;Copy Garden;1;NY
501262;Waterman Properties;1;NY
501263;Mescada ;5;IL
501264;Holland ;8;FL
501265;Umg Recordings;27;NY
501266;Bespoke Fashion;1;NY
501267;Evergreen Enterprises;4;UT
501268;Interpro Solutions;1;MA
501269;Intelligenttag ;1;CA
501270;The New;53;CA
501271;North Shore;18;MA
501272;Zymtronix Catalytic;1;NY
501273;Montefiore Health;5;NY
501274;Holicare ;1;IL
501275;Foodbit ;1;CA
501276;Centric Brands;7;NY
501277;Hoffman Building;1;NC
501278;Canvas Construction;3;CA
501279;Vst Engineering;1;CA
501280;Health Center;3;TX
501281;Zais ;1;NJ
501282;The Council;2;DC
501283;Survios ;1;CA
501284;American Water;16;NJ
501285;Thompson Gas;1;MD
501286;Cyclomedia Technology;1;WI
501287;Tek Origin;1;MD
501288;Voxelcloud ;1;CA
501289;Data ;123;GA
501290;Hunt Gather;1;TX
501291;Jedi Balancing;1;CO
501292;Sendle ;1;WA
501293;Glengery ;7;PA
501294;Thuma ;1;CA
501295;Glovox ;1;FL
501296;One Casuarina;3;FL
501297;Mindshow ;2;CA
501298;Stampin Up;1;UT
501299;The Ogilvy;8;NY
501300;Bill'S Spaghetti;1;NY
501301;Bluestone Lane;7;NY
501302;Noe Birds;3;CA
501303;This Is;5;NJ
501304;Outform ;1;FL
501305;Off With;1;NY
501306;Two Hands;2;NY
501307;The Botanical;2;CA
501308;Proshooter ;2;TX
501309;Salon Riz;1;NY
501310;Modsiw Management;1;TX
501311;Lendlease Us;11;NY
501312;Free2Travel Holidays;1;NY
501313;Stones Throw;1;CA
501314;Kiwi Hospitality;1;TX
501315;Ci Surfboards;1;CA
501316;Steerpoint Capital;1;CA
501317;Ryba Art;1;NY
501318;Tritium ;2;CA
501319;Hall Technical;1;PA
501320;Digital Wellness;1;NY
501321;City Of;89;NY
501322;T Rex;1;NY
501323;Sanitexglobal ;1;NY
501324;Educational Media;1;CA
501325;Ard Logistics;2;AL
501326;Magic Lifescience;1;CA
501327;Scribe Therapeutics;3;CA
501328;Signature Diagnostics;2;PA
501329;Renaissance Academy;2;UT
501330;Cloudcall ;1;MA
501331;Hoover Internal;1;MI
501332;Ashunya Investment;2;CA
501333;Agile Rf;2;CO
501334;New Site;1;AR
501335;Xiaoxi Investment;1;OH
501336;Meritone Engineering;1;MI
501337;Chaparral Medical;1;CA
501338;Dordt University;2;IA
501339;Sabo Structural;1;FL
501340;Sky Mavis;1;CA
501341;Merlin Solar;1;CA
501342;Tenacore ;2;CA
501343;Asian Network;1;CA
501344;Ohio Fabricators;1;OH
501345;Magic Vapor;1;AR
501346;Montefiore Medical;192;NY
501347;American Business;18;NY
501348;Cdj Xpress;1;NJ
501349;Andromeda Advantage;1;NY
501350;Cheung Kong;1;GA
501351;Ilim Community;3;NC
501352;Han'S Laser;2;CA
501353;Global Health;3;WA
501354;Bulverde United;2;TX
501355;Roberts Markland;1;TX
501356;Fiveable ;1;WI
501357;Carson Guam;1;GU
501358;Santini Foods;1;CA
501359;Benz Research;1;FL
501360;Gl Intelligence;1;DE
501361;Manime ;1;CA
501362;Ixcells Bio;3;CA
501363;Nimble Robotics;13;CA
501364;Lime Granite;2;GA
501365;Omniscience ;1;CA
501366;Prod Design;1;TX
501367;West Texas;13;TX
501368;Terapore ;1;CA
501369;Inteplast Management;6;NJ
501370;Parkview Health;2;IN
501371;Institute For;49;FL
501372;Quality Built;1;FL
501373;Naneon ;3;CA
501374;Mojo Solutions;24;CA
501375;Farview Farms;2;PA
501376;A10 Networks;29;CA
501377;Condor Outdoor;1;CA
501378;Oodda ;5;CA
501379;Thruwave ;1;WA
501380;Pratt Anesthesiology;2;MA
501381;Pharmarsphere ;1;FL
501382;Loras College;5;IA
501383;Turbo Jet;1;CA
501384;Head ;2;NY
501385;Johnson Criminal;1;CA
501386;Sda Partnership;2;CA
501387;Ha Automotive;1;MI
501388;Ready ;2;NJ
501389;Fluxninja ;1;CA
501390;Issac Organization;3;CA
501391;Architects Orange;4;CA
501392;Aaa Capital;1;CA
501393;Vaswani ;3;NJ
501394;Lee ;2;CA
501395;Monarch Resorts;1;TX
501396;J C;1;CA
501397;Oasis Medical;1;CA
501398;Boster Biological;2;CA
501399;Gresham Lang;1;NY
501400;Insilicom ;1;FL
501401;Ethnio ;1;CA
501402;Radio Engineering;4;NE
501403;Life Steps;1;CA
501404;Nanosys ;1;CA
501405;Rama Papermill;1;TN
501406;United American;2;IL
501407;Holyoke Medical;8;MA
501408;Twins Physical;1;CA
501409;Continental Expedited;1;TN
501410;Senci Power;1;CA
501411;New Mind;1;NC
501412;Cevians ;1;CA
501413;Gomes Management;1;NJ
501414;Next Level;3;GA
501415;Jin Ramen;1;IL
501416;Studio 440;2;CA
501417;Primary Care;10;CA
501418;Flyhigh ;2;CA
501419;Fidelity Paper;1;NJ
501420;Adimab Service;1;NH
501421;Sr Projects;1;NY
501422;Red Cube;1;CA
501423;Rippner Tennis;2;TX
501424;Stira Pharmaceuticals;14;NJ
501425;The Architectural;2;NY
501426;Maintenancebest ;2;AZ
501427;Provision Plc;1;AZ
501428;Neuro42 ;2;CA
501429;Jago Link;13;PA
501430;Vera Wang;2;NY
501431;Qian Yi;1;CA
501432;Anston Aerial;2;WA
501433;Lisa ;1;DC
501434;Bright Start;1;VA
501435;Exotanium ;1;NY
501436;5Dlight ;1;CA
501437;Zmc Products;1;CA
501438;Universal Orthodontic;1;CA
501439;Rigel International;1;CA
501440;The Hello;3;CA
501441;Kalamazoo Community;1;MI
501442;Michaelnakhle Moubarak;1;FL
501443;Market Revolution;1;FL
501444;Wondfo ;3;IL
501445;Ys Express;1;CA
501446;Yosmart ;1;CA
501447;Ken Tran;1;CA
501448;Florida Christian;1;FL
501449;Ys And;3;CA
501450;The Supreme;1;NY
501451;Beautywest ;1;CA
501452;Gillson Trucking;1;CA
501453;Tianyu Logistics;1;CA
501454;Vectorbuilder ;1;IL
501455;Elitea Global;1;IL
501456;Wiss And;1;NJ
501457;Friendship Public;2;DC
501458;Meeting House;1;MA
501459;Basebit Global;1;CA
501460;Sunset Pool;1;VA
501461;Sulphur Springs;1;AZ
501462;Ljs Services;1;MN
501463;Sigma Infosolutions;2;CA
501464;Ams Distribution;1;GA
501465;Concrete Protecion;1;FL
501466;Finger Prints;1;AR
501467;Adco Manufacturing;2;CA
501468;Cercacor Laboratories;2;CA
501469;Sounds And;1;NC
501470;One Market;2;CA
501471;Efficiency International;1;IN
501472;Aaa American;1;CA
501473;Decorative Flooring;1;TX
501474;Pangutech ;1;PA
501475;Posco Aapc;1;AL
501476;Armenian General;1;NY
501477;Dc Locker;1;CA
501478;Osteonovus ;3;OH
501479;Geodesic ;1;WA
501480;Orgworking ;1;WA
501481;The Concord;1;CA
501482;Supreme International;2;FL
501483;Hooli Homes;5;MA
501484;Kasentex ;1;NJ
501485;Luggeasy ;2;NY
501486;Lineaire Design;1;FL
501487;Rth Cleaners;1;TN
501488;Javelin Biotech;6;MA
501489;Arentfox Schiff;2;DC
501490;Beacon Economics;1;CA
501491;Certain ;1;CA
501492;Devz Ai;2;CA
501493;Concrete Protection;1;FL
501494;Neubase Therapeutics;2;PA
501495;Augusta Hitech;6;TX
501496;Unice ;2;CA
501497;Cbk Auto;1;FL
501498;Orion ;99;NY
501499;Light ;5;NV
501500;Master Steel;1;SC
501501;Advin Biotech;1;CA
501502;Classic Brands;1;MD
501503;Madison Ortho;1;PR
501504;Insight Hospitality;6;NJ
501505;Seated ;2;NY
501506;Washington Asset;1;MD
501507;Optical Solutions;1;VA
501508;Rocketplace ;1;CA
501509;Sterling Pacific;1;CA
501510;New Island;1;NY
501511;Broadway Discount;1;FL
501512;Lyf Innovation;6;PA
501513;Spaan Tech;1;IL
501514;Rentredi ;1;NY
501515;International Print;1;NY
501516;Noodle Partners;4;NY
501517;Canterbury School;2;CT
501518;Pacific Quality;1;CA
501519;Nu Media;1;NY
501520;Abiosciences ;2;CA
501521;Exeltech Consulting;2;WA
501522;Sierra Nevada;1;CA
501523;Northwestern College;3;IA
501524;Laguna Games;1;CA
501525;Alstom Transportation;11;NY
501526;Atelier Fashion;1;NY
501527;Beta ;1;NY
501528;C3Spectra ;2;VA
501529;Clip Automation;1;CA
501530;Tmfa Investment;1;FL
501531;Zeroui ;1;CA
501532;Wevision ;1;CA
501533;Daimler Truck;28;OR
501534;Det Logistics;1;CA
501535;Skilled Creative;1;NY
501536;Wearparts Tillgate;1;NE
501537;Scaleflux ;9;CA
501538;Prodream Education;1;MA
501539;Hongjing Executive;1;NY
501540;Dms America;1;FL
501541;Cleco Support;1;LA
501542;Techexcel ;1;CA
501543;Honeycomb Asset;1;NY
501544;Trion ;3;FL
501545;Surlean Foods;2;TX
501546;Cognax Tech;4;TX
501547;Florida Seating;1;FL
501548;Wearparts Tillage;1;NE
501549;Aofit ;2;NY
501550;Paradigmone ;2;CO
501551;Firebolt Analytics;2;CA
501552;The Cocacola;21;GA
501553;Asml Us;384;AZ
501554;Charles River;44;MA
501555;John Wiley;41;NJ
501556;Kiewit Engineering;47;NE
501557;Freeportmcmoran Sierrita;5;AZ
501558;Amgen ;425;CA
501559;Freeportmcmoran Bagdad;5;AZ
501560;Lexisnexis ;99;GA
501561;Freeport Minerals;18;AZ
501562;Varian Medical;90;CA
501563;Wiley Edu;2;NJ
501564;Naik Consulting;5;NJ
501565;Lexisnexis Risk;164;GA
501566;Liberty Mutual;142;MA
501567;Freeportmcmoran Morenci;8;AZ
501568;American Regent;5;NY
501569;Lexisnexis Vitalchek;6;GA
501570;Hornblower ;15;CA
501571;Sciegen Pharmaceuticals;23;NY
501572;Freeportmcmoran Miami;2;AZ
501573;Dunkin' Brands;1;MA
501574;Commerce Fabric;7;WA
501575;Freeportmcmoran Safford;1;AZ
501576;Sapient ;129;MA
501577;Aarp ;4;DC
501578;Cymer ;9;CA
501579;Sc Johnson;8;WI
501580;Empowerly ;2;CA
501581;Volvo ;26;NC
501582;Optum Services;683;MN
501583;Fugro ;16;TX
501584;The Children'S;153;MO
501585;New Yorkpresbyterian;7;NY
501586;Veritas ;67;CA
501587;Firmenich ;5;NJ
501588;Peoplenet Communications;3;CO
501589;Climax Molybdenum;2;AZ
501590;De Lage;15;PA
501591;Kiewit Energy;8;NE
501592;Regal Home;5;NY
501593;Freeportmcmoran Chino;1;AZ
501594;Sms Assist;24;IL
501595;Chatham Financial;10;PA
501596;Advanced Micro;552;CA
501597;Xpo Enterprise;18;NC
501598;Virtustream Llc;7;TX
501599;Netflix Global;14;CA
501600;Jam City;9;CA
501601;Torc Robotics;34;VA
501602;Reachlocal ;2;VA
501603;Target Enterprise;305;MN
501604;Deloitte Consulting;6013;PA
501605;Hanz De;1;CA
501606;Guavus A;5;TX
501607;Thales Avionics;26;CA
501608;Alphonso ;28;CA
501609;Kings Hawaiian;52;GA
501610;Oracle America;11555;TX
501611;Cgi ;1195;VA
501612;Dechert ;24;PA
501613;Greycells ;4;NJ
501614;St John'S;23;NY
501615;Health Care;210;IL
501616;Wyckoff Heights;7;NY
501617;Vt Mobile;308;AL
501618;Vt San;50;TX
501619;Anne Arundel;4;MD
501620;Kbr ;12;TX
501621;Vf Outdoor;10;CO
501622;Marelli North;19;MI
501623;Gannett Satellite;8;VA
501624;Mars Wrigley;6;IL
501625;Baringa Partners;1;NY
501626;Takeda Pharmaceuticals;41;MA
501627;F5 ;144;WA
501628;Venetian Las;2;NV
501629;Magna Electronics;88;MI
501630;Means ;5;MI
501631;Siemens Industry;260;IL
501632;Ch Guenther;2;TX
501633;Takeda Development;104;MA
501634;Shire Human;16;MA
501635;Future Electronics;3;MA
501636;Eab Global;21;DC
501637;Ecms Express;2;CA
501638;Vf ;7;NC
501639;Tuopu North;3;MI
501640;Roku ;246;CA
501641;Gkn Driveline;22;MI
501642;Landry'S Management;2;TX
501643;Salisbury University;7;MD
501644;Ferrari North;1;NJ
501645;Vf Services;18;NC
501646;Netflix ;261;CA
501647;Baltimore Aircoil;1;MD
501648;Bombardier Transportation;31;PA
501649;Center For;53;DC
501650;Prowess Consulting;1;WA
501651;Joyson Safety;8;MI
501652;Baxalta Us;6;IL
501653;Social Finance;104;CA
501654;Kbr Wyle;27;TX
501655;F5 Networks;20;WA
501656;Samsung Sdi;3;MI
501657;Optimas Oe;2;IL
501658;Boy Scouts;3;TX
501659;Wellsky Coporation;1;KS
501660;Kbr Technical;6;TX
501661;Inotiv ;1;IN
501662;Tripactions ;36;CA
501663;Alabama Specialty;1;AL
501664;Galileo Financial;43;UT
501665;Microstrategy Services;6;VA
501666;Tcrcure Biopharma;1;NC
501667;Havas Media;9;NY
501668;Hds Mercury;1;CA
501669;Takara Bio;6;CA
501670;Edf Renewables;29;CA
501671;Pioneer Natural;7;TX
501672;Thk Manufacturing;2;OH
501673;Comau ;2;MI
